date,open,high,low,close,volume
1993-03-29,44.9375,45.3125,44.9375,45.09375,87100
1993-03-30,45.15625,45.21875,45.09375,45.21875,56000
1993-03-31,45.34375,45.46875,45.1875,45.1875,111600
1993-04-01,45.25,45.25,44.9375,45.03125,129500
1993-04-02,44.65625,44.65625,44.09375,44.09375,59400
1993-04-05,44.4375,44.4375,44.1875,44.3125,172200
1993-04-06,44.40625,44.40625,44.0625,44.1875,129700
1993-04-07,44.25,44.34375,44.15625,44.34375,28000
1993-04-08,44.53125,44.53125,44.09375,44.28125,180800
1993-04-12,44.71875,44.9375,44.65625,44.90625,348500
1993-04-13,44.875,45.15625,44.84375,45,146100
1993-04-14,45.03125,45.0625,44.90625,44.9375,119600
1993-04-15,44.90625,45.03125,44.75,44.9375,148600
1993-04-16,44.96875,45.03125,44.875,44.9375,47900
1993-04-19,44.9375,45.0625,44.71875,44.75,157000
1993-04-20,44.6875,44.75,44.25,44.53125,279500
1993-04-21,44.625,44.625,44.375,44.5,67900
1993-04-22,44.3125,44.6875,43.9375,43.9375,97700
1993-04-23,43.84375,43.96875,43.6875,43.75,106000
1993-04-26,43.78125,43.9375,43.28125,43.40625,62600
1993-04-27,43.34375,43.875,43.34375,43.875,156800
1993-04-28,43.8125,43.90625,43.71875,43.78125,85900
1993-04-29,43.875,43.96875,43.625,43.96875,85000
1993-04-30,44.125,44.28125,44.03125,44.03125,88500
1993-05-03,44.09375,44.3125,43.90625,44.3125,80500
1993-05-04,44.40625,44.625,44.34375,44.46875,149100
1993-05-05,44.46875,44.75,44.46875,44.59375,109000
1993-05-06,44.53125,44.5625,44.40625,44.4375,54700
1993-05-07,44.46875,44.46875,44.28125,44.34375,68000
1993-05-10,44.40625,44.6875,44.40625,44.4375,113900
1993-05-11,44.4375,44.625,44.3125,44.625,42600
1993-05-12,44.4375,44.59375,44.4375,44.5625,31000
1993-05-13,44.375,44.375,44,44.03125,129100
1993-05-14,44.03125,44.15625,43.96875,44,63500
1993-05-17,44.125,44.15625,43.9375,44.15625,34000
1993-05-18,44.1875,44.21875,43.96875,44.125,105200
1993-05-19,44.125,45.03125,43.84375,45.03125,50200
1993-05-20,45.03125,45.15625,44.9375,45.15625,98200
1993-05-21,45.1875,45.25,44.71875,44.75,221400
1993-05-24,44.84375,45.09375,44.84375,44.9375,30500
1993-05-25,45.125,45.125,45.03125,45.03125,191800
1993-05-26,45.15625,45.625,45.125,45.59375,102400
1993-05-27,45.65625,45.65625,45.375,45.4375,53800
1993-05-28,45.40625,45.40625,45,45.21875,79100
1993-06-01,45.375,45.8125,45.3125,45.65625,28300
1993-06-02,45.53125,45.75,45.34375,45.59375,20300
1993-06-03,45.5,45.5,45.34375,45.4375,21600
1993-06-04,45.3125,45.3125,45.09375,45.28125,32000
1993-06-07,45.375,45.375,45.125,45.125,121400
1993-06-08,45,45,44.71875,44.71875,104500
1993-06-09,44.875,45.0625,44.8125,44.875,43300
1993-06-10,44.84375,44.9375,44.75,44.90625,17900
1993-06-11,45.0625,45.15625,44.90625,45.09375,647400
1993-06-14,45.15625,45.1875,45.03125,45.03125,64200
1993-06-15,45.09375,45.125,44.9375,44.9375,142400
1993-06-16,44.9375,45.03125,44.8125,45.03125,330900
1993-06-17,45.125,45.1875,45.03125,45.1875,37400
1993-06-18,44.84375,44.84375,44.5,44.5,58500
1993-06-21,44.625,44.625,44.53125,44.59375,29300
1993-06-22,44.65625,44.65625,44.5625,44.625,137500
1993-06-23,44.625,44.625,44.21875,44.21875,227600
1993-06-24,44.34375,44.8125,44.34375,44.8125,243700
1993-06-25,44.78125,44.90625,44.75,44.78125,44800
1993-06-28,45,45.28125,44.9375,45.28125,439900
1993-06-29,45.21875,45.21875,45,45.0625,207500
1993-06-30,45.125,45.21875,45,45.0625,437600
1993-07-01,45.125,45.125,44.875,44.9375,605700
1993-07-02,44.78125,44.8125,44.53125,44.6875,285400
1993-07-06,44.625,44.75,44.15625,44.21875,246400
1993-07-07,44.1875,44.40625,44.1875,44.34375,343700
1993-07-08,44.375,44.9375,44.3125,44.84375,248200
1993-07-09,44.84375,44.96875,44.75,44.96875,378200
1993-07-12,44.90625,44.96875,44.84375,44.9375,373700
1993-07-13,44.96875,45.09375,44.65625,44.90625,389600
1993-07-14,44.9375,45.1875,44.90625,45.0625,617300
1993-07-15,45.03125,45.03125,44.78125,44.875,443800
1993-07-16,44.90625,44.9375,44.6875,44.75,216400
1993-07-19,44.75,44.75,44.59375,44.71875,188200
1993-07-20,44.6875,44.84375,44.46875,44.84375,68500
1993-07-21,44.78125,44.8125,44.65625,44.8125,142700
1993-07-22,44.75,44.8125,44.5,44.5,632400
1993-07-23,44.59375,44.71875,44.5625,44.71875,286200
1993-07-26,44.84375,45.0625,44.84375,44.96875,121300
1993-07-27,45,45.03125,44.78125,44.9375,92800
1993-07-28,44.84375,44.9375,44.78125,44.84375,30800
1993-07-29,44.9375,45.21875,44.875,45.09375,331000
1993-07-30,45.09375,45.09375,44.78125,44.84375,75300
1993-08-02,44.90625,45.125,44.90625,44.96875,41300
1993-08-03,45.0625,45.1875,44.84375,45,81600
1993-08-04,45,45.09375,44.875,45,434000
1993-08-05,45,45,44.84375,44.90625,36800
1993-08-06,45.03125,45.0625,44.90625,44.96875,402300
1993-08-09,45.09375,45.34375,45,45.21875,828200
1993-08-10,45.1875,45.21875,45.125,45.1875,604900
1993-08-11,45.15625,45.3125,45.15625,45.1875,542200
1993-08-12,45.3125,45.3125,44.90625,45.0625,303700
1993-08-13,45.09375,45.15625,45.09375,45.125,103500
1993-08-16,45.15625,45.5,45.15625,45.375,241800
1993-08-17,45.34375,45.53125,45.34375,45.53125,369300
1993-08-18,45.6875,45.875,45.65625,45.78125,414300
1993-08-19,45.8125,45.8125,45.71875,45.78125,28500
1993-08-20,45.6875,45.8125,45.65625,45.8125,80700
1993-08-23,45.625,45.75,45.625,45.71875,15600
1993-08-24,45.71875,46.21875,45.71875,46.21875,273400
1993-08-25,46.21875,46.4375,46.15625,46.25,242300
1993-08-26,46.28125,46.53125,46.09375,46.28125,120000
1993-08-27,46.15625,46.25,46.15625,46.25,25700
1993-08-30,46.28125,46.5,46.28125,46.4375,183500
1993-08-31,46.40625,46.5625,46.34375,46.5625,66500
1993-09-01,46.40625,46.59375,46.40625,46.5,136500
1993-09-02,46.53125,46.59375,46.3125,46.34375,472400
1993-09-03,46.3125,46.4375,46.25,46.375,630500
1993-09-07,46.375,46.4375,46,46.0625,196400
1993-09-08,46.0625,46.0625,45.59375,45.90625,269900
1993-09-09,45.71875,46.03125,45.71875,46,239200
1993-09-10,46.125,46.4375,46.0625,46.40625,106500
1993-09-13,46.5625,46.5625,46.4375,46.4375,66900
1993-09-14,46.3125,46.3125,46.09375,46.25,184500
1993-09-15,46.0625,46.40625,45.90625,46.375,101000
1993-09-16,46.3125,46.34375,46.15625,46.1875,54300
1993-09-17,45.875,45.90625,45.75,45.8125,200900
1993-09-20,45.875,45.96875,45.4375,45.4375,57800
1993-09-21,45.5,45.5625,44.8125,45.28125,318200
1993-09-22,45.4375,45.71875,45.375,45.65625,439700
1993-09-23,45.78125,45.9375,45.71875,45.90625,88500
1993-09-24,45.84375,45.875,45.71875,45.78125,53500
1993-09-27,46.125,46.28125,46.125,46.28125,274600
1993-09-28,46.3125,46.3125,46.15625,46.1875,158300
1993-09-29,46.1875,46.3125,45.96875,46.03125,221000
1993-09-30,46.03125,46.125,45.84375,45.9375,99300
1993-10-01,45.875,46.21875,45.8125,46.15625,22700
1993-10-04,46.21875,46.21875,46.09375,46.21875,1038500
1993-10-05,46.3125,46.3125,46,46.15625,436500
1993-10-06,46.1875,46.375,46.125,46.125,209200
1993-10-07,46.1875,46.1875,45.96875,46,59400
1993-10-08,46.125,46.15625,45.71875,46.0625,54400
1993-10-11,46.15625,46.25,46.15625,46.15625,467100
1993-10-12,46.21875,46.25,46.1875,46.21875,26200
1993-10-13,46.25,46.25,46.15625,46.21875,139100
1993-10-14,46.40625,46.8125,46.28125,46.8125,108100
1993-10-15,47.03125,47.15625,46.90625,47.0625,1502500
1993-10-18,47.03125,47.03125,46.875,46.9375,722400
1993-10-19,46.875,46.96875,46.59375,46.59375,880100
1993-10-20,46.75,46.75,46.5625,46.65625,230400
1993-10-21,46.6875,46.6875,46.53125,46.59375,56200
1993-10-22,46.65625,46.84375,46.375,46.375,390700
1993-10-25,46.40625,46.5625,46.28125,46.5,114500
1993-10-26,46.46875,46.5,46.3125,46.46875,186200
1993-10-27,46.40625,46.53125,46.40625,46.5,118400
1993-10-28,46.5625,46.96875,46.5625,46.84375,129600
1993-10-29,46.8125,46.875,46.78125,46.84375,80700
1993-11-01,46.78125,47,46.78125,46.96875,36400
1993-11-02,46.90625,47,46.65625,46.9375,262100
1993-11-03,46.90625,46.90625,46.125,46.34375,479100
1993-11-04,46.34375,46.34375,45.8125,45.84375,130400
1993-11-05,45.71875,46.0625,45.53125,46.0625,363200
1993-11-08,46.09375,46.25,45.96875,46.125,367600
1993-11-09,46.4375,46.46875,46.125,46.15625,246900
1993-11-10,46.15625,46.5,46.03125,46.5,46500
1993-11-11,46.5,46.625,46.34375,46.375,88900
1993-11-12,46.46875,46.75,46.4375,46.59375,108200
1993-11-15,46.6875,46.6875,46.4375,46.5625,243300
1993-11-16,46.65625,46.8125,46.46875,46.78125,492600
1993-11-17,46.8125,46.8125,46.40625,46.53125,39600
1993-11-18,46.46875,46.5625,46.28125,46.40625,240800
1993-11-19,46.25,46.375,46.21875,46.3125,106000
1993-11-22,46.1875,46.21875,45.875,46.03125,165300
1993-11-23,46.28125,46.3125,46.03125,46.28125,89700
1993-11-24,46.40625,46.5,46.34375,46.46875,77200
1993-11-26,46.59375,46.59375,46.46875,46.5,1019800
1993-11-29,46.625,46.71875,46.3125,46.3125,517500
1993-11-30,46.28125,46.5625,46.25,46.34375,230000
1993-12-01,46.59375,46.625,46.40625,46.40625,379200
1993-12-02,46.5,46.5625,46.40625,46.53125,352000
1993-12-03,46.5,46.71875,46.5,46.71875,306000
1993-12-06,46.78125,46.9375,46.78125,46.875,99500
1993-12-07,46.875,46.90625,46.78125,46.84375,88800
1993-12-08,46.84375,46.84375,46.78125,46.84375,146700
1993-12-09,46.84375,46.90625,46.625,46.6875,416500
1993-12-10,46.71875,46.71875,46.5,46.59375,412900
1993-12-13,46.59375,46.875,46.53125,46.875,273200
1993-12-14,46.90625,46.90625,46.53125,46.53125,41900
1993-12-15,46.59375,46.625,46.46875,46.46875,82600
1993-12-16,46.65625,46.65625,46.5625,46.625,78200
1993-12-17,46.40625,46.59375,46.375,46.5625,104700
1993-12-20,46.53125,46.65625,46.5,46.625,68800
1993-12-21,46.5625,46.5625,46.40625,46.46875,205700
1993-12-22,46.59375,46.8125,46.5,46.78125,410300
1993-12-23,46.75,46.84375,46.6875,46.75,533800
1993-12-27,46.75,47,46.75,47,447100
1993-12-28,46.96875,47.125,46.9375,47.09375,880600
1993-12-29,47.125,47.15625,47,47.03125,266700
1993-12-30,47,47,46.75,46.84375,219900
1993-12-31,46.9375,47,46.5625,46.59375,312900
1994-01-03,46.59375,46.65625,46.40625,46.46875,960900
1994-01-04,46.53125,46.65625,46.46875,46.65625,164300
1994-01-05,46.71875,46.78125,46.53125,46.75,710900
1994-01-06,46.8125,46.84375,46.6875,46.75,201000
1994-01-07,46.84375,47.0625,46.71875,47.03125,775500
1994-01-10,47.09375,47.59375,46.96875,47.59375,593700
1994-01-11,47.5625,47.5625,47.34375,47.5,295200
1994-01-12,47.53125,47.53125,47.1875,47.34375,158400
1994-01-13,47.21875,47.3125,47.15625,47.21875,244300
1994-01-14,47.375,47.5,47.375,47.40625,137200
1994-01-17,47.40625,47.46875,47.3125,47.40625,17700
1994-01-18,47.46875,47.53125,47.375,47.46875,166400
1994-01-19,47.40625,47.46875,47.25,47.34375,200800
1994-01-20,47.40625,47.5,47.375,47.46875,281100
1994-01-21,47.53125,47.53125,47.34375,47.375,85600
1994-01-24,47.34375,47.5625,47.1875,47.1875,373800
1994-01-25,47.21875,47.25,47.09375,47.1875,310400
1994-01-26,47.1875,47.34375,47.125,47.3125,145100
1994-01-27,47.40625,47.8125,47.34375,47.75,344500
1994-01-28,47.9375,48.03125,47.875,47.875,356500
1994-01-31,48.0625,48.3125,48,48.21875,313800
1994-02-01,48.15625,48.15625,47.90625,47.96875,303600
1994-02-02,48.125,48.28125,48.09375,48.28125,307600
1994-02-03,48.1875,48.1875,47.90625,48.0625,466100
1994-02-04,48.0625,48.125,46.96875,46.96875,1403200
1994-02-07,46.84375,47.3125,46.84375,47.1875,516400
1994-02-08,47.28125,47.28125,47.03125,47.21875,188200
1994-02-09,47.25,47.4375,47.1875,47.40625,144600
1994-02-10,47.375,47.40625,47,47,883900
1994-02-11,47.03125,47.28125,46.8125,47.15625,519400
1994-02-14,47.0625,47.375,47,47.21875,2742100
1994-02-15,47.3125,47.5,47.25,47.46875,374700
1994-02-16,47.53125,47.53125,47.34375,47.4375,287600
1994-02-17,47.65625,47.6875,47.03125,47.15625,342400
1994-02-18,47.1875,47.21875,46.75,46.875,313300
1994-02-22,47,47.34375,47,47.34375,154500
1994-02-23,47.40625,47.4375,47.0625,47.21875,391700
1994-02-24,47.0625,47.0625,46.5625,46.59375,770800
1994-02-25,46.65625,46.8125,46.5625,46.8125,531300
1994-02-28,46.9375,47.0625,46.8125,46.8125,333000
1994-03-01,46.8125,46.90625,46.375,46.625,423600
1994-03-02,46.03125,46.6875,45.90625,46.6875,581500
1994-03-03,46.625,46.625,46.4375,46.5625,223200
1994-03-04,46.5625,46.8125,46.40625,46.6875,595800
1994-03-07,46.84375,47,46.84375,46.9375,539800
1994-03-08,46.96875,46.96875,46.6875,46.75,880300
1994-03-09,46.8125,47,46.59375,46.96875,2500100
1994-03-10,46.9375,46.9375,46.4375,46.59375,207400
1994-03-11,46.65625,46.90625,46.40625,46.84375,576600
1994-03-14,47.03125,47.03125,46.84375,46.90625,345900
1994-03-15,47,47.09375,46.84375,46.875,748600
1994-03-16,46.9375,47.25,46.78125,47.25,455500
1994-03-17,47.09375,47.3125,47.09375,47.25,133000
1994-03-18,46.75,47.03125,46.71875,46.96875,365500
1994-03-21,46.8125,46.9375,46.71875,46.84375,324800
1994-03-22,46.84375,47.0625,46.75,46.96875,435700
1994-03-23,46.9375,47.0625,46.90625,46.9375,698500
1994-03-24,46.75,46.84375,46.15625,46.375,1200500
1994-03-25,46.40625,46.53125,45.9375,45.9375,100900
1994-03-28,46,46.0625,45.59375,46,1117200
1994-03-29,46,46.03125,45.09375,45.09375,338400
1994-03-30,45.125,45.25,44.46875,44.46875,1123900
1994-03-31,44.46875,44.6875,43.53125,44.59375,788800
1994-04-04,43.34375,44.03125,43.34375,43.90625,2627300
1994-04-05,44.34375,44.8125,44.34375,44.8125,1179000
1994-04-06,44.875,44.90625,44.5,44.8125,516500
1994-04-07,44.78125,45.125,44.53125,45.03125,666100
1994-04-08,44.9375,44.9375,44.46875,44.6875,242400
1994-04-11,44.8125,45.0625,44.70312,44.875,203300
1994-04-12,44.92188,45,44.71875,44.8125,1409200
1994-04-13,44.79688,44.90625,44.25,44.57812,364100
1994-04-14,44.5,44.82812,44.40625,44.59375,419900
1994-04-15,44.57812,44.78125,44.51562,44.59375,387300
1994-04-18,44.64062,44.76562,44.15625,44.29688,369100
1994-04-19,44.25,44.53125,43.98438,44.35938,472200
1994-04-20,44.40625,44.51562,44.078125,44.3125,508000
1994-04-21,44.5,44.96875,44.34375,44.90625,200300
1994-04-22,45.015625,45.046875,44.73438,44.85938,301800
1994-04-25,44.84375,45.35938,44.84375,45.32812,394600
1994-04-26,45.26562,45.34375,45.1875,45.28125,399000
1994-04-28,45.1875,45.25,44.8125,44.95312,287000
1994-04-29,44.875,45.15625,44.8125,45.09375,481900
1994-05-02,45.09375,45.71875,44.9375,45.375,275000
1994-05-03,45.39062,45.40625,45.0625,45.32812,183400
1994-05-04,45.42188,45.42188,45.078125,45.25,401900
1994-05-05,45.29688,45.375,45.1875,45.1875,659800
1994-05-06,44.96875,44.96875,44.59375,44.75,216300
1994-05-09,44.625,44.75,44.28125,44.35938,499300
1994-05-10,44.57812,44.84375,44.54688,44.70312,583400
1994-05-11,44.65625,44.71875,44.17188,44.29688,210600
1994-05-12,44.57812,44.625,44.40625,44.51562,305200
1994-05-13,44.64062,44.64062,44.29688,44.51562,321300
1994-05-16,44.60938,44.75,44.51562,44.53125,450400
1994-05-17,44.5625,45.1875,44.5,45.1875,470200
1994-05-18,45.21875,45.6875,45.015625,45.51562,824800
1994-05-19,45.42188,45.85938,45.42188,45.73438,531000
1994-05-20,45.65625,45.6875,45.5,45.5625,370400
1994-05-23,45.51562,45.53125,45.34375,45.48438,262700
1994-05-24,45.60938,45.84375,45.60938,45.67188,549600
1994-05-25,45.5,45.82812,45.34375,45.79688,738200
1994-05-26,45.78125,45.9375,45.73438,45.82812,369600
1994-05-27,45.75,45.875,45.67188,45.875,162000
1994-05-31,45.73438,45.90625,45.65625,45.8125,160000
1994-06-01,45.70312,46.015625,45.5625,46.015625,200500
1994-06-02,46.046875,46.046875,45.89062,45.96875,55100
1994-06-03,46,46.39062,45.85938,46.23438,550400
1994-06-06,46.32812,46.46875,46.1875,46.21875,99300
1994-06-07,46.14062,46.21875,46.03125,46.15625,120600
1994-06-08,46.26562,46.26562,45.78125,45.78125,131900
1994-06-09,45.98438,46.03125,45.89062,46.03125,80500
1994-06-10,46.078125,46.20312,46.078125,46.10938,83100
1994-06-13,46.046875,46.1875,46.03125,46.17188,109700
1994-06-14,46.3125,46.54688,46.3125,46.53125,161000
1994-06-15,46.54688,46.5625,46.3125,46.34375,142800
1994-06-16,46.34375,46.46875,46.29688,46.4375,44000
1994-06-17,46.15625,46.20312,45.8125,45.875,403800
1994-06-20,45.54688,45.625,45.4375,45.48438,137400
1994-06-21,45.45312,45.45312,44.90625,45.09375,139200
1994-06-22,45.21875,45.42188,45.17188,45.26562,279900
1994-06-23,45.34375,45.40625,44.9375,45,922500
1994-06-24,44.78125,44.78125,44,44.0625,353800
1994-06-27,44.23438,44.82812,44.015625,44.82812,371200
1994-06-28,44.84375,44.84375,44.25,44.60938,5382300
1994-06-29,44.67188,45.015625,44.625,44.75,311800
1994-06-30,44.82812,44.84375,44.3125,44.46875,271900
1994-07-01,44.6875,44.6875,44.375,44.5625,406900
1994-07-05,44.65625,44.85938,44.51562,44.79688,112000
1994-07-06,44.625,44.8125,44.46875,44.73438,174800
1994-07-07,44.73438,44.92188,44.6875,44.92188,66700
1994-07-08,44.64062,44.98438,44.625,44.90625,148400
1994-07-11,44.9375,45.015625,44.53125,44.75,124000
1994-07-12,44.76562,44.82812,44.51562,44.8125,257300
1994-07-13,44.82812,45.03125,44.82812,44.89062,532700
1994-07-14,45.10938,45.46875,45.078125,45.375,494200
1994-07-15,45.34375,45.48438,45.32812,45.39062,49100
1994-07-18,45.39062,45.57812,45.39062,45.46875,72300
1994-07-19,45.54688,45.5625,45.375,45.375,609500
1994-07-20,45.40625,45.40625,45.0625,45.17188,185300
1994-07-21,45.17188,45.29688,45.078125,45.26562,86300
1994-07-22,45.375,45.40625,45.25,45.34375,151600
1994-07-25,45.35938,45.45312,45.3125,45.40625,120900
1994-07-26,45.39062,45.42188,45.3125,45.35938,489600
1994-07-27,45.35938,45.35938,45.17188,45.35938,83200
1994-07-28,45.35938,45.57812,45.35938,45.45312,828200
1994-07-29,45.76562,46.046875,45.75,45.90625,459100
1994-08-01,45.9375,46.15625,45.89062,46.125,486300
1994-08-02,46.28125,46.375,46.03125,46.1875,505500
1994-08-03,46.17188,46.23438,46.09375,46.20312,144100
1994-08-04,46.17188,46.21875,45.92188,45.9375,231700
1994-08-05,45.70312,45.84375,45.65625,45.78125,138400
1994-08-08,45.82812,45.9375,45.78125,45.89062,328600
1994-08-09,45.71875,45.96875,45.71875,45.96875,105900
1994-08-10,46,46.1875,45.9375,46.14062,840300
1994-08-11,46.03125,46.23438,45.73438,45.96875,876200
1994-08-12,46.046875,46.34375,46.046875,46.32812,184100
1994-08-15,46.375,46.48438,46.3125,46.3125,325900
1994-08-16,46.34375,46.6875,46.15625,46.64062,1089500
1994-08-17,46.70312,46.73438,46.57812,46.60938,133700
1994-08-18,46.45312,46.5625,46.40625,46.45312,620000
1994-08-19,46.46875,46.51562,46.3125,46.42188,103200
1994-08-22,46.4375,46.4375,46.28125,46.375,79700
1994-08-23,46.57812,46.85938,46.51562,46.64062,268600
1994-08-24,46.6875,47.14062,46.67188,47.14062,254700
1994-08-25,47.09375,47.20312,46.89062,47.015625,147400
1994-08-26,47.125,47.78125,47.125,47.6875,339500
1994-08-29,47.8125,47.98438,47.64062,47.65625,350300
1994-08-30,47.64062,47.85938,47.57812,47.78125,36000
1994-08-31,47.70312,47.89062,47.59375,47.65625,356200
1994-09-01,47.5,47.53125,47.32812,47.5,294600
1994-09-02,47.71875,47.71875,47.21875,47.29688,99600
1994-09-06,47.26562,47.35938,47.125,47.3125,229800
1994-09-07,47.42188,47.42188,47.21875,47.26562,27900
1994-09-08,47.35938,47.5625,47.34375,47.5,284800
1994-09-09,47.03125,47.125,46.8125,47,488400
1994-09-12,47,47.0625,46.78125,46.85938,129400
1994-09-13,46.95312,47.125,46.85938,47,389200
1994-09-14,46.84375,47.10938,46.84375,47.046875,423500
1994-09-15,47.17188,47.64062,47.17188,47.64062,779800
1994-09-16,47,47.14062,46.84375,47.015625,571300
1994-09-19,47.125,47.32812,47.015625,47.0625,167300
1994-09-20,46.8125,46.85938,46.17188,46.17188,355600
1994-09-21,46.3125,46.3125,45.73438,46.17188,397500
1994-09-22,46.28125,46.28125,46.015625,46.0625,266400
1994-09-23,46.078125,46.17188,45.82812,45.90625,176600
1994-09-26,46.078125,46.17188,45.98438,46.14062,223000
1994-09-27,46.14062,46.26562,46,46.10938,479500
1994-09-28,46.35938,46.53125,46.32812,46.46875,324000
1994-09-29,46.46875,46.46875,46.09375,46.23438,195900
1994-09-30,46.21875,46.4375,46.17188,46.17188,5200
1994-10-03,46.20312,46.25,45.98438,46.0625,72600
1994-10-04,46.29688,46.29688,45.34375,45.375,84200
1994-10-05,45.29688,45.39062,45,45.39062,461900
1994-10-06,45.42188,45.45312,45.17188,45.25,345200
1994-10-07,45.25,45.57812,45.20312,45.45312,188700
1994-10-10,45.65625,46.015625,45.64062,45.9375,213600
1994-10-11,46.14062,46.75,46.14062,46.625,461400
1994-10-12,46.6875,46.75,46.57812,46.6875,162400
1994-10-13,47.21875,47.32812,46.79688,46.84375,1564500
1994-10-14,47,47.0625,46.6875,47.046875,72800
1994-10-17,47,47.0625,46.90625,46.95312,282300
1994-10-18,46.90625,46.90625,46.6875,46.84375,132100
1994-10-19,46.67188,47.23438,46.65625,47.0625,136700
1994-10-20,47.0625,47.0625,46.60938,46.75,290300
1994-10-21,46.625,46.6875,46.35938,46.5625,87800
1994-10-24,46.57812,46.76562,46.15625,46.17188,149600
1994-10-25,46.015625,46.3125,46,46.21875,91800
1994-10-26,46.39062,46.4375,46.17188,46.39062,201000
1994-10-27,46.5625,46.67188,46.45312,46.67188,210300
1994-10-28,46.76562,47.70312,46.76562,47.65625,192100
1994-10-31,47.54688,47.59375,47.46875,47.48438,36300
1994-11-01,47.28125,47.28125,46.9375,46.95312,435200
1994-11-02,46.8125,47.23438,46.6875,46.6875,115600
1994-11-03,46.84375,47.015625,46.78125,46.9375,87000
1994-11-04,47.15625,47.15625,46.32812,46.32812,124400
1994-11-07,46.4375,46.59375,46.3125,46.46875,115000
1994-11-08,46.625,46.98438,46.54688,46.82812,308300
1994-11-09,47.32812,47.32812,46.5,46.90625,318500
1994-11-10,46.9375,47.03125,46.54688,46.57812,172100
1994-11-11,46.51562,46.5625,46.28125,46.40625,302200
1994-11-14,46.60938,46.85938,46.60938,46.84375,181400
1994-11-15,46.79688,47.09375,46.32812,46.6875,316900
1994-11-16,46.76562,46.84375,46.60938,46.84375,106900
1994-11-17,46.875,46.875,46.34375,46.53125,104700
1994-11-18,46.54688,46.625,46.26562,46.46875,269300
1994-11-21,46.4375,46.57812,46,46,283100
1994-11-22,45.82812,46,45,45,483600
1994-11-23,45.03125,45.26562,44.60938,45.25,601600
1994-11-25,45.28125,45.53125,45.28125,45.46875,77300
1994-11-28,45.45312,45.6875,45.34375,45.67188,79900
1994-11-29,45.65625,45.75,45.5,45.65625,105500
1994-11-30,45.89062,45.95312,45.59375,45.59375,218800
1994-12-01,45.64062,45.64062,45.046875,45.14062,439000
1994-12-02,45.046875,45.5625,45.046875,45.5625,318500
1994-12-05,45.65625,45.8125,45.5,45.60938,139200
1994-12-06,45.4375,45.65625,45.35938,45.64062,249900
1994-12-07,45.35938,45.5,45.26562,45.3125,531900
1994-12-08,45.5,45.5625,44.75,44.875,261500
1994-12-09,44.875,45.078125,44.6875,45.046875,235900
1994-12-12,44.95312,45.34375,44.95312,45.34375,151100
1994-12-13,45.3125,45.53125,45.3125,45.51562,70900
1994-12-14,45.45312,45.95312,45.45312,45.75,203300
1994-12-15,45.8125,46.03125,45.8125,45.89062,130100
1994-12-16,45.67188,45.84375,45.625,45.75,266100
1994-12-19,45.75,45.84375,45.60938,45.8125,1120200
1994-12-20,45.85938,45.89062,45.67188,45.67188,675600
1994-12-21,45.70312,46.26562,45.70312,46.15625,544500
1994-12-22,46.15625,46.20312,45.96875,46.015625,222000
